title,date
ToDo - give forms to auntie maria,2015-07-02T00:00:00.000Z
ToDo - shower,2015-07-01T00:00:00.000Z
ToDo - poop,2015-06-30T00:00:00.000Z
ToDo - pay auntie maria and uncle taishan,2015-07-02T00:00:00.000Z
ToDo - fill out form for living here,2015-06-30T00:00:00.000Z
ToDo - evernote thoughts about friendship,2015-06-29T00:00:00.000Z
ToDo - get check from Bank of America,2015-07-02T00:00:00.000Z
ToDo - update summer spendings,2015-06-29T00:00:00.000Z
ToDo - emails,2015-06-29T00:00:00.000Z
ToDo - design clash of clans regular homebase,2015-07-06T00:00:00.000Z
ToDo - design clash of clans war homebase,2015-07-05T00:00:00.000Z
ToDo - calendar,2015-06-29T00:00:00.000Z
ToDo - journal,2015-06-29T00:00:00.000Z
ToDo - poop,2015-06-28T00:00:00.000Z
ToDo - shower,2015-06-28T00:00:00.000Z
ToDo - make list of expenses for summer,2015-06-28T00:00:00.000Z
ToDo - finish laundry,2015-06-27T00:00:00.000Z
ToDo - pack and get ready for sailing,2015-06-27T00:00:00.000Z
ToDo - message Seth about dinner,2015-06-28T00:00:00.000Z
ToDo - email Rice FA,2015-06-26T00:00:00.000Z
ToDo - emails,2015-06-26T00:00:00.000Z
ToDo - calendar,2015-06-26T00:00:00.000Z
ToDo - laundry,2015-06-26T00:00:00.000Z
ToDo - plan commute to KPCB sailing,2015-06-26T00:00:00.000Z
ToDo - journal,2015-06-25T00:00:00.000Z
ToDo - look at macs,2015-06-24T00:00:00.000Z
ToDo - look at legos,2015-06-24T00:00:00.000Z
ToDo - email Rice FA,2015-06-24T00:00:00.000Z
ToDo - shower,2015-06-25T00:00:00.000Z
ToDo - poop,2015-06-24T00:00:00.000Z
ToDo - journal,2015-06-24T00:00:00.000Z
ToDo - calendar,2015-06-23T00:00:00.000Z
ToDo - email confidentiality agreement to Rodney,2015-06-24T00:00:00.000Z
ToDo - shower,2015-06-23T00:00:00.000Z
ToDo - order Amazon for mom,2015-06-23T00:00:00.000Z
ToDo - email Rodney new hire info form,2015-06-23T00:00:00.000Z
ToDo - email Rice FA about status,2015-06-22T00:00:00.000Z
ToDo - message Marcos about first day,2015-06-22T00:00:00.000Z
ToDo - calendar,2015-06-22T00:00:00.000Z
ToDo - journal,2015-06-22T00:00:00.000Z
ToDo - email PROS offer letter,2015-06-22T00:00:00.000Z
ToDo - sign PROS offer letter,2015-06-22T00:00:00.000Z
ToDo - print PROS offer letter,2015-06-22T00:00:00.000Z
ToDo - buy pads,2015-06-21T00:00:00.000Z
ToDo - unpack,2015-06-21T00:00:00.000Z
ToDo - tell Marcos about emails with Rodney,2015-06-21T00:00:00.000Z
ToDo - reply to Rodney,2015-06-21T00:00:00.000Z
ToDo - figure out travel plans for conference tomorrow,2015-06-21T00:00:00.000Z
ToDo - journal,2015-06-21T00:00:00.000Z
ToDo - poop,2015-06-21T00:00:00.000Z
ToDo - shower,2015-06-21T00:00:00.000Z
ToDo - call Hampton Inn,2015-06-19T00:00:00.000Z
ToDo - shower,2015-06-18T00:00:00.000Z
ToDo - poop,2015-06-18T00:00:00.000Z
ToDo - pack,2015-06-19T00:00:00.000Z
ToDo - shower,2015-06-17T00:00:00.000Z
ToDo - unpack packages :),2015-06-17T00:00:00.000Z
ToDo - email Michael progress,2015-06-17T00:00:00.000Z
ToDo - look at LinkedIn email,2015-06-17T00:00:00.000Z
ToDo - reply to LinkedIn message,2015-06-16T00:00:00.000Z
ToDo - reply to PROS email,2015-06-17T00:00:00.000Z
ToDo - talk to Auntie Maria about weekend plans,2015-06-16T00:00:00.000Z
ToDo - make bed,2015-06-16T00:00:00.000Z
ToDo - talk to Auntie Maria about coming home late,2015-06-17T00:00:00.000Z
ToDo - call Bay Area Bike Share,2015-06-15T00:00:00.000Z
ToDo - plan weekend with Christopher,2015-06-15T00:00:00.000Z
ToDo - poop,2015-06-16T00:00:00.000Z
ToDo - shower,2015-06-15T00:00:00.000Z
ToDo - order backpack,2015-06-15T00:00:00.000Z
ToDo - change delivery address of Amazon Prime Subscriptions,2015-06-29T00:00:00.000Z
ToDo - buy face wash,2015-06-14T00:00:00.000Z
ToDo - reply to Ning,2015-06-14T00:00:00.000Z
ToDo - reply to JiaYan,2015-06-14T00:00:00.000Z
ToDo - reply to Aakash,2015-06-14T00:00:00.000Z
ToDo - investigate paycheck,2015-06-15T00:00:00.000Z
ToDo - journal,2015-06-14T00:00:00.000Z
ToDo - call mom to discuss things,2015-06-14T00:00:00.000Z
ToDo - review David,2015-06-14T00:00:00.000Z
ToDo - plan routes,2015-06-14T00:00:00.000Z
ToDo - unpack / settle in,2015-06-13T00:00:00.000Z
ToDo - shower,2015-06-13T00:00:00.000Z
ToDo - plan route to work,2015-06-13T00:00:00.000Z
ToDo - text JiaYan,2015-06-13T00:00:00.000Z
ToDo - look at AirBnB room,2015-06-14T00:00:00.000Z
ToDo - plan actual trip to Mountain View,2015-06-13T00:00:00.000Z
"ToDo - ""plan"" trip to Palo Alto",2015-06-13T00:00:00.000Z
ToDo - finalize packing,2015-06-13T00:00:00.000Z
ToDo - call Auntie Maria,2015-06-12T00:00:00.000Z
ToDo - shower,2015-06-12T00:00:00.000Z
ToDo - poop,2015-06-11T00:00:00.000Z
ToDo - ab exercises,2015-06-11T00:00:00.000Z
ToDo - buy clipper card,2015-06-12T00:00:00.000Z
ToDo - email Auntie Maria about moving plans,2015-06-11T00:00:00.000Z
ToDo - look at housing,2015-06-11T00:00:00.000Z
ToDo - shower,2015-06-10T00:00:00.000Z
ToDo - poop,2015-06-10T00:00:00.000Z
ToDo - clean up room,2015-06-12T00:00:00.000Z
ToDo - shower,2015-06-09T00:00:00.000Z
ToDo - order bed supplies,2015-06-14T00:00:00.000Z
ToDo - shower,2015-06-07T00:00:00.000Z
ToDo - ask UPS about shipping,2015-06-09T00:00:00.000Z
ToDo - clip nails,2015-06-07T00:00:00.000Z
ToDo - poop,2015-06-07T00:00:00.000Z
ToDo - pack,2015-06-12T00:00:00.000Z
ToDo - laundry,2015-06-12T00:00:00.000Z
ToDo - move houses,2015-06-13T00:00:00.000Z
ToDo - shower,2015-06-06T00:00:00.000Z
ToDo - journal,2015-06-07T00:00:00.000Z
ToDo - calendar,2015-06-06T00:00:00.000Z
ToDo - poop,2015-06-04T00:00:00.000Z
ToDo - shower,2015-06-04T00:00:00.000Z
ToDo - journal,2015-06-04T00:00:00.000Z
ToDo - ab exercises,2015-06-04T00:00:00.000Z
ToDo - email FA questions,2015-06-03T00:00:00.000Z
ToDo - shower,2015-06-02T00:00:00.000Z
ToDo - poop,2015-06-03T00:00:00.000Z
ToDo - ab exercise,2015-06-02T00:00:00.000Z
ToDo - add KPCB events to schedule,2015-06-03T00:00:00.000Z
ToDo - complete FA requirement,2015-06-04T00:00:00.000Z
ToDo - ab exercise,2015-06-01T00:00:00.000Z
ToDo - church,2015-05-31T00:00:00.000Z
ToDo - email Nam about bed size,2015-05-30T00:00:00.000Z
ToDo - call mom about mattress topper,2015-05-30T00:00:00.000Z
ToDo - journal,2015-06-01T00:00:00.000Z
ToDo - start journal about summer with Sean,2015-05-30T00:00:00.000Z
ToDo - call dad,2015-05-30T00:00:00.000Z
ToDo - call Auntie Maria,2015-05-30T00:00:00.000Z
ToDo - call T-Mobile about refund,2015-06-24T00:00:00.000Z
ToDo - journal,2015-05-29T00:00:00.000Z
ToDo - make summer todo list,2015-05-29T00:00:00.000Z
ToDo - look at twin size sheets and bed stuff,2015-05-30T00:00:00.000Z
ToDo - poop,2015-05-29T00:00:00.000Z
ToDo - shower,2015-05-31T00:00:00.000Z
ToDo - shower,2015-05-29T00:00:00.000Z
ToDo - phone call with Auntie Maria,2015-05-28T00:00:00.000Z
ToDo - poop,2015-05-27T00:00:00.000Z
ToDo - wash water bottle,2015-05-27T00:00:00.000Z
ToDo - call mom,2015-05-27T00:00:00.000Z
ToDo - shower,2015-05-27T00:00:00.000Z
ToDo - journal,2015-05-27T00:00:00.000Z
ToDo - unpack,2015-05-27T00:00:00.000Z
ToDo - call Auntie Jennifer back,2015-05-27T00:00:00.000Z
ToDo - get luggage,2015-05-27T00:00:00.000Z
ToDo - plan for tomorrow,2015-05-26T00:00:00.000Z
ToDo - deal with google maps settings,2015-05-26T00:00:00.000Z
ToDo - deal with where's my suitcase,2015-05-26T00:00:00.000Z
ToDo - shower,2015-05-26T00:00:00.000Z
ToDo - get toothbrush,2015-05-26T00:00:00.000Z
ToDo - poop,2015-05-26T00:00:00.000Z
ToDo - send Uber receipt to Shape,2015-06-03T00:00:00.000Z
ToDo - fill out employment forms for Shape,2015-05-25T00:00:00.000Z
ToDo - print employment forms for Shape,2015-05-24T00:00:00.000Z
ToDo - shower,2015-05-23T00:00:00.000Z
ToDo - shower,2015-05-19T00:00:00.000Z
ToDo - shower,2015-05-18T00:00:00.000Z
ToDo - shower,2015-05-17T00:00:00.000Z
ToDo - shower,2015-05-16T00:00:00.000Z
ToDo - shower,2015-05-24T00:00:00.000Z
ToDo - schedule / organize / calendar,2015-05-24T00:00:00.000Z
ToDo - poop,2015-05-24T00:00:00.000Z
ToDo - email about parking at Rice for the summer,2015-05-24T00:00:00.000Z
ToDo - back in Houston :/,2015-05-24T00:00:00.000Z
ToDo - fly to SF,2015-05-26T00:00:00.000Z
ToDo - move stuff from car to aunt's house,2015-05-25T00:00:00.000Z
ToDo - pack for SF,2015-05-25T00:00:00.000Z
ToDo - poop,2015-05-22T00:00:00.000Z
ToDo - shower,2015-05-22T00:00:00.000Z
ToDo - shower,2015-05-21T00:00:00.000Z
ToDo - shower,2015-05-20T00:00:00.000Z
ToDo - call / email mom,2015-05-22T00:00:00.000Z
ToDo - shower,2015-05-15T00:00:00.000Z
ToDo - poop,2015-05-19T00:00:00.000Z
ToDo - poop,2015-05-17T00:00:00.000Z
ToDo - poop,2015-05-14T00:00:00.000Z
ToDo - deal with Amazon Redbull return issue,2015-05-14T00:00:00.000Z
ToDo - shower,2015-05-14T00:00:00.000Z
ToDo - emails,2015-05-14T00:00:00.000Z
ToDo - shower,2015-05-13T00:00:00.000Z
ToDo - laundry,2015-05-13T00:00:00.000Z
ToDo - refund It,2015-05-12T00:00:00.000Z
ToDo - cancel redbull order,2015-05-12T00:00:00.000Z
ToDo - plan classes again,2015-05-12T00:00:00.000Z
ToDo - shower,2015-05-12T00:00:00.000Z
ToDo - poop,2015-05-12T00:00:00.000Z
ToDo - emails,2015-05-12T00:00:00.000Z
ToDo - poop,2015-05-07T00:00:00.000Z
ToDo - shower,2015-05-07T00:00:00.000Z
COMP 200 - grade homework 10,2015-05-07T00:00:00.000Z
ToDo - deal with Nam email / payment thing,2015-05-08T00:00:00.000Z
ToDo - instructor evaluation,2015-05-10T00:00:00.000Z
ToDo - brief shower,2015-05-06T00:00:00.000Z
ToDo - email Nam about payment stuff,2015-05-05T00:00:00.000Z
COMP 421 - print final,2015-05-05T00:00:00.000Z
ToDo - poop,2015-05-05T00:00:00.000Z
ToDo - move stuff to car,2015-05-06T00:00:00.000Z
ToDo - move car to west lot 5,2015-05-06T00:00:00.000Z
ToDo - pack bed,2015-05-06T00:00:00.000Z
ToDo - pack clothes and stuff,2015-05-05T00:00:00.000Z
ToDo - laundry,2015-05-05T00:00:00.000Z
ToDo - shower,2015-05-05T00:00:00.000Z
COMP 421 - format / edit / finalize all problems,2015-05-05T00:00:00.000Z
COMP 421 - work on final,2015-05-04T00:00:00.000Z
COMP 421 - type up #6,2015-05-05T00:00:00.000Z
COMP 421 - type up #5,2015-05-05T00:00:00.000Z
COMP 421 - type up #3,2015-05-05T00:00:00.000Z
ToDo - move car back to west lot,2015-05-04T00:00:00.000Z
ToDo - return clothes to express,2015-05-05T00:00:00.000Z
STAT 423 - save copy of final,2015-05-04T00:00:00.000Z
ToDo - call T-Mobile about refund,2015-05-12T00:00:00.000Z
ToDo - pick up prescription,2015-05-04T00:00:00.000Z
ToDo - pick up package,2015-05-04T00:00:00.000Z
COMP 421 - meet with Eric and Jonathan,2015-05-04T00:00:00.000Z
COMP 421 - type up #2,2015-05-04T00:00:00.000Z
COMP 421 - meet with Nicholas,2015-05-04T00:00:00.000Z
ToDo - call UT Health Dermatology,2015-05-04T00:00:00.000Z
COMP 421 - send email about lab 2 grades,2015-05-03T00:00:00.000Z
ToDo - deal with parking ticket emails,2015-05-04T00:00:00.000Z
COMP 421 - work on final,2015-05-03T00:00:00.000Z
ToDo - poop,2015-05-02T00:00:00.000Z
COMP 200 - grade homework 10,2015-05-02T00:00:00.000Z
ToDo - REMEMBER TO PACK BCP FOR SF,2015-05-25T00:00:00.000Z
ToDo - figure out where to park car for two weeks,2015-05-04T00:00:00.000Z
ToDo - shower,2015-05-02T00:00:00.000Z
STAT 423 - figure out how to submit PDF for #6,2015-05-03T00:00:00.000Z
STAT 423 - finish final,2015-05-01T00:00:00.000Z
COMP 421 - turn in final,2015-05-06T00:00:00.000Z
STAT 423 - turn in final to David,2015-05-04T00:00:00.000Z
COMP 421 - work on final,2015-05-02T00:00:00.000Z
ToDo - pack things in room a bit more,2015-05-01T00:00:00.000Z
ToDo - laundry,2015-05-01T00:00:00.000Z
ToDo - move some things to car,2015-05-01T00:00:00.000Z
ToDo - clean microwave,2015-05-01T00:00:00.000Z
STAT 423 - work on final,2015-05-01T00:00:00.000Z
STAT 423 - print final,2015-04-30T00:00:00.000Z
STAT 423 - start / look over final,2015-04-30T00:00:00.000Z
ToDo - deal with parking ticket some more,2015-04-30T00:00:00.000Z
STAT 648 - edit / review,2015-04-30T00:00:00.000Z
STAT 648 - read over / edit / format,2015-04-29T00:00:00.000Z
STAT 648 - make bibliography,2015-04-30T00:00:00.000Z
STAT 648 - add references,2015-04-30T00:00:00.000Z
ToDo - tell aunt about summer plans,2015-05-01T00:00:00.000Z
ToDo - pack winter clothes,2015-04-29T00:00:00.000Z
COMP 421 - start / read over final,2015-04-29T00:00:00.000Z
ToDo - call aunt to call T-mobile,2015-04-29T00:00:00.000Z
ToDo - call T-mobile about order status,2015-04-29T00:00:00.000Z
STAT 648 - finish writing essay,2015-04-29T00:00:00.000Z
ToDo - emails,2015-04-29T00:00:00.000Z
ToDo - Plan lies,2015-04-29T00:00:00.000Z
STAT 648 - Turn in Final Write Up,2015-04-30T00:00:00.000Z
STAT 648 - gather references,2015-04-30T00:00:00.000Z
ToDo - pay Nam,2015-04-30T00:00:00.000Z
Email questions about paper to Dr.Schweinberger,2015-04-28T00:00:00.000Z
Phone call with mom,2015-04-28T00:00:00.000Z
Email parents and aunt about phone issue,2015-04-28T00:00:00.000Z
ToDo - Shower,2015-04-29T00:00:00.000Z
Poop,2015-04-28T00:00:00.000Z
Journal,2015-04-28T00:00:00.000Z
ToDo - pick up and activate new GS6 Edge,2015-04-30T00:00:00.000Z
ToDo - Call USPS about wrong info / address,2015-04-29T00:00:00.000Z
Email RUPD about parking ticket,2015-04-28T00:00:00.000Z
ToDo - Submit time sheet,2015-05-01T00:00:00.000Z
Start STAT 648 write up,2015-04-28T00:00:00.000Z
ToDo - Dermatologist appointment,2015-05-01T00:00:00.000Z
Make plan of how / where / when to move luggage,2015-04-28T00:00:00.000Z
ToDo - Move things to aunt's house,2015-05-02T00:00:00.000Z
ToDo - Pack / organize room,2015-05-02T00:00:00.000Z
STAT 423 - pick up final,2015-04-30T00:00:00.000Z
COMP 421 - pick up final,2015-04-29T00:00:00.000Z
COMP 421 - pick up graded midterm,2015-04-29T00:00:00.000Z
STAT 310 - turn in graded HW,2015-04-29T00:00:00.000Z
Grade STAT 310 hw 5,2015-04-28T00:00:00.000Z
Grade COMP 200 hw 9,2015-04-28T00:00:00.000Z
Move car to west lot,2015-04-28T00:00:00.000Z
Dinner with Jessica,2015-04-28T00:00:00.000Z
Meet with Jonathan and Eric to prepare for demo,2015-04-28T00:00:00.000Z
Call T-Mobile about phone warranty/replacement,2015-04-28T00:00:00.000Z
ToDo - Call BoA about target return,2015-04-29T00:00:00.000Z
Switch tasks/hw back to google,2015-04-28T00:00:00.000Z
COMP 460 demo,2015-04-28T00:00:00.000Z
ToDo - W. appointment,2015-05-05T00:00:00.000Z
ToDo - room check out appointment,2015-05-06T00:00:00.000Z
Poop,2015-04-27T00:00:00.000Z
Shower,2015-04-25T00:00:00.000Z
Shower,2015-04-22T00:00:00.000Z
Shower,2015-04-21T00:00:00.000Z
Poop,2015-04-20T00:00:00.000Z
Shower,2015-04-18T00:00:00.000Z
Shower,2015-04-15T00:00:00.000Z
Poop,2015-04-16T00:00:00.000Z
Migrate tasks to myHomework,2015-04-13T00:00:00.000Z
Shower,2015-04-12T00:00:00.000Z
Help Jason with COMP 200,2015-04-12T00:00:00.000Z
Move car to West Lot,2015-04-12T00:00:00.000Z
Finish STAT 423 homework,2015-04-10T00:00:00.000Z
Look at OC housing,2015-04-10T00:00:00.000Z
Poop,2015-04-10T00:00:00.000Z
Sign up for free Netflix,2015-04-10T00:00:00.000Z
Journal,2015-04-10T00:00:00.000Z
Shower,2015-04-10T00:00:00.000Z
Replace proxy card,2015-04-10T00:00:00.000Z
Call mom,2015-04-10T00:00:00.000Z
Shower,2015-04-03T00:00:00.000Z
Shower,2015-04-02T00:00:00.000Z
Shower,2015-04-05T00:00:00.000Z
Shower,2015-04-06T00:00:00.000Z
Poop,2015-04-06T00:00:00.000Z
Book flight to Dallas (5/6),2015-04-12T00:00:00.000Z
Look at flights to SF,2015-04-09T00:00:00.000Z
Call United Mileage Explorer Card,2015-04-10T00:00:00.000Z
Look at COMP 460 error,2015-04-09T00:00:00.000Z
Work on STAT 423 homework,2015-04-10T00:00:00.000Z
Return clothes to Express,2015-04-09T00:00:00.000Z
Look at housing,2015-04-10T00:00:00.000Z
Buy battery and car charger,2015-04-09T00:00:00.000Z
Call Ann about housing,2015-04-09T00:00:00.000Z
WORK ON STAT 423 HOMEWORK,2015-04-09T00:00:00.000Z
Look at OC housing,2015-04-09T00:00:00.000Z
Schedule STAT 423 help session,2015-04-09T00:00:00.000Z
Continue writing in journal,2015-04-09T00:00:00.000Z
Activate phone,2015-04-08T00:00:00.000Z
Call mom,2015-04-08T00:00:00.000Z
Book flight to SF,2015-04-10T00:00:00.000Z
Pick up BC,2015-04-08T00:00:00.000Z
Schedule things,2015-04-08T00:00:00.000Z
Flight to Houston,2015-04-08T00:00:00.000Z
Write in journal,2015-04-08T00:00:00.000Z
Doctor's appointment,2015-04-08T00:00:00.000Z
Unpack / organize,2015-04-08T00:00:00.000Z
Work on COMP 460,2015-04-08T00:00:00.000Z
Class registration stuff,2015-04-08T00:00:00.000Z
Finish STAT 648 midterm,2015-04-06T00:00:00.000Z
OC housing,2015-04-03T00:00:00.000Z
Emails,2015-04-03T00:00:00.000Z
Look at SG6 Edge cases,2015-04-03T00:00:00.000Z
Return phone call about health insurance,2015-04-03T00:00:00.000Z
Airbnb stuff,2015-04-03T00:00:00.000Z
Read STAT article,2015-04-05T00:00:00.000Z
Look for housing,2015-04-02T00:00:00.000Z
Organize,2015-04-02T00:00:00.000Z
Emails,2015-04-02T00:00:00.000Z
Message WenTing to pick up phone,2015-04-06T00:00:00.000Z
Pick up COMP 421 lab 3 handout,2015-04-09T00:00:00.000Z
Call parents,2015-04-02T00:00:00.000Z
Shower,2015-04-01T00:00:00.000Z
Poop,2015-04-02T00:00:00.000Z
Write in journal,2015-04-02T00:00:00.000Z
Look at OC housing,2015-04-01T00:00:00.000Z
Wash Sean's sheets,2015-04-01T00:00:00.000Z
Reply to AirBnB stuff,2015-04-01T00:00:00.000Z
Reply to SF housing email,2015-03-31T00:00:00.000Z
Fix hair,2015-03-31T00:00:00.000Z
Respond to Rice survey,2015-03-31T00:00:00.000Z
Do Rice Survey,2015-03-31T00:00:00.000Z
Flight to Dallas,2015-03-31T00:00:00.000Z
Email Dr.Warren about absence,2015-03-31T00:00:00.000Z
Reply to AirBnB,2015-03-31T00:00:00.000Z
Message Michelle again,2015-03-31T00:00:00.000Z
Organize calendar,2015-03-31T00:00:00.000Z
Poop,2015-03-31T00:00:00.000Z
Check into flight,2015-03-30T00:00:00.000Z
Put classes into Esther,2015-03-30T00:00:00.000Z
Scan and email lease,2015-03-30T00:00:00.000Z
Read and sign lease,2015-03-30T00:00:00.000Z
Message Justin and Andy,2015-03-30T00:00:00.000Z
Pick up package,2015-03-30T00:00:00.000Z
Respond to David/Giovanna about AirBnB stuff,2015-03-30T00:00:00.000Z
Text Nam,2015-03-30T00:00:00.000Z
Pass on STAT 310 homework,2015-03-31T00:00:00.000Z
Grade STAT 310 homework,2015-03-30T00:00:00.000Z
Pick up STAT 310 homework,2015-03-30T00:00:00.000Z
Respond to David's alteration offer,2015-03-29T00:00:00.000Z
Submit T.S.,2015-04-03T00:00:00.000Z
Work on COMP 421,2015-03-29T00:00:00.000Z
Move car to West Lot,2015-03-29T00:00:00.000Z
Comment COMP 421,2015-03-28T00:00:00.000Z
Email Nam,2015-03-28T00:00:00.000Z
Look for off campus housing,2015-03-28T00:00:00.000Z
Go to T-Mobile,2015-03-28T00:00:00.000Z
Message Marcos again,2015-04-01T00:00:00.000Z
Poop,2015-03-30T00:00:00.000Z
Shower,2015-03-31T00:00:00.000Z
Shower,2015-03-28T00:00:00.000Z
Return Canon camera bag to Target,2015-04-09T00:00:00.000Z
Email STAT 648 midterm,2015-04-06T00:00:00.000Z
Start STAT 423 homework,2015-04-08T00:00:00.000Z
Message David again,2015-03-28T00:00:00.000Z
Work on STAT 648 midterm,2015-04-02T00:00:00.000Z
Test COMP 460 code,2015-03-27T00:00:00.000Z
Test COMP 421 code,2015-03-27T00:00:00.000Z
Laundry,2015-03-27T00:00:00.000Z
Watch TV / copy STAT notes,2015-03-26T00:00:00.000Z
Dermatologist appointment,2015-04-10T00:00:00.000Z
Make dermalologist appointment,2015-03-26T00:00:00.000Z
Poop,2015-03-26T00:00:00.000Z
Look at apartment,2015-03-27T00:00:00.000Z
Start STAT 648 midterm,2015-03-27T00:00:00.000Z
Look for OC housing,2015-03-25T00:00:00.000Z
COMP 200 office hours,2015-03-25T00:00:00.000Z
Pack,2015-03-31T00:00:00.000Z
W. Appointment,2015-03-30T00:00:00.000Z
Doctor's Appointment,2015-03-26T00:00:00.000Z
Shower,2015-03-25T00:00:00.000Z
Text Kyle back,2015-03-24T00:00:00.000Z
Work on COMP 460,2015-03-24T00:00:00.000Z
Learn COMP 421 code,2015-03-25T00:00:00.000Z
Grade COMP 200,2015-03-24T00:00:00.000Z
Finish STAT 648 homework 5,2015-03-23T00:00:00.000Z
Call CIA,2015-03-24T00:00:00.000Z
Print STAT 648 graphs,2015-03-23T00:00:00.000Z
Poop,2015-03-23T00:00:00.000Z
Turn in STAT 648 homework,2015-03-24T00:00:00.000Z
Make doctor's appointment,2015-03-25T00:00:00.000Z
Turn in STAT 423 midterm,2015-03-24T00:00:00.000Z
Meet with Jonathan for COMP 421,2015-03-26T00:00:00.000Z
Reply to Revan about SF housing,2015-03-22T00:00:00.000Z
Shower,2015-03-22T00:00:00.000Z
"Plan stuff, etc.",2015-03-22T00:00:00.000Z
Email Dr. Schweinberger about help session,2015-03-22T00:00:00.000Z
Finish STAT 423 midterm,2015-03-22T00:00:00.000Z
Work on STAT 648 homework 5,2015-03-22T00:00:00.000Z
Work on STAT 423 midterm,2015-03-21T00:00:00.000Z
Email off campus housing,2015-03-22T00:00:00.000Z
Counseling Session,2015-03-26T00:00:00.000Z
Email Dr. Schweinberger about absence and presentation,2015-03-20T00:00:00.000Z
Email Dr. Warren about future absence,2015-03-22T00:00:00.000Z
T-Mobile run,2015-03-20T00:00:00.000Z
Email Dr. Warren about absences,2015-03-20T00:00:00.000Z
Change waxing appointment time,2015-03-25T00:00:00.000Z
Make decision about room draw,2015-03-20T00:00:00.000Z
Buy supplies from Target,2015-03-19T00:00:00.000Z
Start STAT 423 midterm,2015-03-19T00:00:00.000Z
Print STAT 423 midterm,2015-03-19T00:00:00.000Z
Submit timesheet,2015-03-19T00:00:00.000Z
"Emails, FB, texts, etc.",2015-03-19T00:00:00.000Z
Poop,2015-03-18T00:00:00.000Z
Shower,2015-03-18T00:00:00.000Z
Work on STAT 423 homework 5,2015-03-18T00:00:00.000Z
Grade COMP 200,2015-03-18T00:00:00.000Z
Print STAT 423 #4 and #5,2015-03-17T00:00:00.000Z
Print STAT 648 midterm,2015-03-27T00:00:00.000Z
Do STAT 423 #4,2015-03-17T00:00:00.000Z
Pick up package,2015-03-17T00:00:00.000Z
Meet with Jonathan to work on COMP 421,2015-03-19T00:00:00.000Z
Talk to DWB about meeting time,2015-03-17T00:00:00.000Z
Work on COMP 421 midterm,2015-03-16T00:00:00.000Z
Email Josh Taylor,2015-03-16T00:00:00.000Z
Poop,2015-03-15T00:00:00.000Z
Schedule classes,2015-03-15T00:00:00.000Z
Email AirBnB to change reservation dates,2015-03-26T00:00:00.000Z
Turn in COMP 421 midterm,2015-03-17T00:00:00.000Z
Rodeo with Aunt and cousins,2015-03-17T00:00:00.000Z
Finish COMP 421 midterm,2015-03-16T00:00:00.000Z
Work on COMP 421 midterm,2015-03-15T00:00:00.000Z
Start COMP 421 midterm,2015-03-15T00:00:00.000Z
Shower,2015-03-14T00:00:00.000Z
Work on STAT 423 #3 and #5,2015-03-17T00:00:00.000Z
Email FINA again,2015-03-13T00:00:00.000Z
Email Schweinberger about meeting,2015-03-13T00:00:00.000Z
Meet with Eldiwany for apartment,2015-03-14T00:00:00.000Z
Play Chess,2015-03-13T00:00:00.000Z
Email parents about house,2015-03-13T00:00:00.000Z
Email questions to Kristofer,2015-03-13T00:00:00.000Z
Meet with Eric to work on COMP 460,2015-03-14T00:00:00.000Z
Look for off campus housing / send emails,2015-03-12T00:00:00.000Z
Poop,2015-03-12T00:00:00.000Z
Set up new phone,2015-03-12T00:00:00.000Z
Meet with Kristofer to look at house,2015-03-13T00:00:00.000Z
Pick up COMP 421 Midterm Exam,2015-03-13T00:00:00.000Z
Message Al (AirBnB) again,2015-03-12T00:00:00.000Z
Message David (AirBnB) again,2015-03-15T00:00:00.000Z
Work on COMP 421/460 with Jonathan and Eric,2015-03-12T00:00:00.000Z
Do IDOC,2015-03-13T00:00:00.000Z
Go to T-Mobile,2015-03-12T00:00:00.000Z
Read over STAT 648 homework 5,2015-03-18T00:00:00.000Z
Meet with DWB to go over STAT 423 homework,2015-03-18T00:00:00.000Z
Start STAT 648 homework 5,2015-03-19T00:00:00.000Z
COMP 460 demo,2015-03-16T00:00:00.000Z
Reply to Elidwany's email about apartment,2015-03-11T00:00:00.000Z
Make counseling appointment ,2015-03-12T00:00:00.000Z
Discuss transportation to Dallas with Christopher,2015-03-15T00:00:00.000Z
Start IDOC stuff / email dad,2015-03-11T00:00:00.000Z
Go to STAT 648 homework help session,2015-03-23T00:00:00.000Z
Interview with Libby about KPCB,2015-03-11T00:00:00.000Z
Reply to KPCB Emails,2015-03-11T00:00:00.000Z
Reply to Sean's Email,2015-03-11T00:00:00.000Z
Turn in STAT 423 homework 5,2015-03-19T00:00:00.000Z
Finish STAT 423 homework 5,2015-03-18T00:00:00.000Z
Chess,2015-03-11T00:00:00.000Z
Finish filling out CSS form,2015-03-11T00:00:00.000Z
Email financial aid about off campus housing coverage,2015-03-10T00:00:00.000Z
Email parents some news,2015-03-10T00:00:00.000Z
Email Roopal,2015-03-10T00:00:00.000Z
Shower,2015-03-11T00:00:00.000Z
CSS Stuff with Dad,2015-03-10T00:00:00.000Z
FAFSA Stuff,2015-03-10T00:00:00.000Z
Print STAT 423 homework,2015-03-09T00:00:00.000Z
Email Christopher dates,2015-03-10T00:00:00.000Z
Document SF Trip with Christopher,2015-03-10T00:00:00.000Z
Email Mike KPCB picture,2015-03-09T00:00:00.000Z
Message KPCB people about housing stuff,2015-03-10T00:00:00.000Z
