title,date
ToDo - poop,2015-12-27T00:00:00.000Z
ToDo - make plans with friends,2015-12-26T00:00:00.000Z
ToDo - shower,2015-12-26T00:00:00.000Z
ToDo - calendar,2015-12-26T00:00:00.000Z
ToDo - poop,2015-12-25T00:00:00.000Z
ToDo - poop,2015-12-23T00:00:00.000Z
ToDo - IBM test,2015-12-26T00:00:00.000Z
ToDo - shower,2015-12-23T00:00:00.000Z
ToDo - pack,2015-12-31T00:00:00.000Z
ToDo - search indeed for jobs to apply to in dallas,2015-12-30T00:00:00.000Z
ToDo - car inspection,2015-12-22T00:00:00.000Z
ToDo - calendar,2015-12-21T00:00:00.000Z
ToDo - shower,2015-12-20T00:00:00.000Z
ToDo - poop,2015-12-20T00:00:00.000Z
ToDo - calendar,2015-12-20T00:00:00.000Z
ToDo - calendar,2015-12-19T00:00:00.000Z
ToDo - dentist appointment,2015-12-28T00:00:00.000Z
ToDo - eye appointment,2015-12-21T00:00:00.000Z
ToDo - email about google reimbursements again,2016-01-14T00:00:00.000Z
ToDo - prepare room,2015-12-17T00:00:00.000Z
ToDo - arrive home,2015-12-17T00:00:00.000Z
ToDo - shower,2015-12-17T00:00:00.000Z
ToDo - calendar,2015-12-17T00:00:00.000Z
ToDo - laundry,2015-12-16T00:00:00.000Z
ToDo - shower,2015-12-16T00:00:00.000Z
ToDo - fill out course reviews,2015-12-17T00:00:00.000Z
ToDo - apply to jobs in dallas,2015-12-22T00:00:00.000Z
ToDo - import food receipts to computer,2015-12-15T00:00:00.000Z
ToDo - split up food receipts by company,2015-12-22T00:00:00.000Z
ToDo - make sure schoolwork is finished,2015-12-12T00:00:00.000Z
ToDo - calendar,2015-12-12T00:00:00.000Z
ToDo - poop,2015-12-12T00:00:00.000Z
ToDo - get birth control prescription refilled,2015-12-17T00:00:00.000Z
ToDo - doctor's appointment,2015-12-17T00:00:00.000Z
ToDo - calendar,2015-12-11T00:00:00.000Z
ToDo - get to airport,2015-12-12T00:00:00.000Z
COMP 440 - finish reviewing slides (SL2),2015-12-11T00:00:00.000Z
ToDo - order cars book,2015-12-10T00:00:00.000Z
ToDo - order Heelys,2015-12-10T00:00:00.000Z
COMP 440 - go over slides while going over quizzes,2015-12-10T00:00:00.000Z
COMP 440 - go over remainder of quiz 8,2015-12-11T00:00:00.000Z
COMP 440 - download all resources,2015-12-10T00:00:00.000Z
ToDo - write about feelings about post-grad plans and boyfriend,2015-12-10T00:00:00.000Z
ToDo - paint painting for boyfriend,2015-12-15T00:00:00.000Z
ToDo - poop,2015-12-10T00:00:00.000Z
ToDo - buy Rice Dad sweatshirt,2015-12-11T00:00:00.000Z
ToDo - take out trash,2015-12-10T00:00:00.000Z
ToDo - organize school folder,2015-12-10T00:00:00.000Z
ToDo - emails,2015-12-12T00:00:00.000Z
ToDo - calendar,2015-12-10T00:00:00.000Z
ToDo - think of birthday ideas for boyfriend,2015-12-10T00:00:00.000Z
ToDo - pack for winter break,2015-12-16T00:00:00.000Z
ToDo - finish laundry,2015-12-11T00:00:00.000Z
ToDo - start laundry,2015-12-11T00:00:00.000Z
ToDo - talk to health center about birth control prescription refill,2015-12-11T00:00:00.000Z
ToDo - shower / shave,2015-12-12T00:00:00.000Z
ToDo - pack / get ready,2015-12-12T00:00:00.000Z
ToDo - shower,2015-12-10T00:00:00.000Z
ToDo - shopping,2015-12-10T00:00:00.000Z
COMP 440 - turn in PacWar final report,2015-12-06T00:00:00.000Z
STAT 444 - run more code,2015-12-04T00:00:00.000Z
STAT 450 - get into class,2016-01-13T00:00:00.000Z
COLL 108 - email franklin to confirm grade,2015-12-07T00:00:00.000Z
"ToDo - return basket, lock, and key to Rice Bikes",2015-12-04T00:00:00.000Z
ToDo - phone call with Jason,2015-12-07T00:00:00.000Z
ToDo - email about Google and Two Sigma reimbursements,2015-12-03T00:00:00.000Z
ToDo - email Will about FactSet decision,2015-12-03T00:00:00.000Z
ToDo - split up uber receipts by company,2015-12-12T00:00:00.000Z
ToDo - print reimbursement sheets,2015-12-03T00:00:00.000Z
COMP 440 - go over quizzes 7-11,2015-12-10T00:00:00.000Z
COMP 440 - print pacwar final report guidelines,2015-12-03T00:00:00.000Z
ToDo - screenshot Uber receipts,2015-12-03T00:00:00.000Z
ToDo - upload pictures of receipts,2015-12-03T00:00:00.000Z
ToDo - poop,2015-11-26T00:00:00.000Z
ToDo - poop,2015-11-29T00:00:00.000Z
ToDo - poop,2015-12-03T00:00:00.000Z
STAT 444 - finish report,2015-12-04T00:00:00.000Z
STAT 444 - finish write up,2015-12-03T00:00:00.000Z
LPAP 137 - final dance performance,2015-12-03T00:00:00.000Z
COMP 440 - ask Devika for pacwar report extension,2015-12-03T00:00:00.000Z
LING 216 - put word journal contents online,2015-12-10T00:00:00.000Z
LING 216 - fix / add to / redo word journal,2015-12-10T00:00:00.000Z
LING 216 - turn in word journal version 1,2015-12-03T00:00:00.000Z
LING 216 - email kemmer about word journal details,2015-12-03T00:00:00.000Z
LING 216 - take final exam,2015-12-07T00:00:00.000Z
STAT 444 - run code for CV runs,2015-12-03T00:00:00.000Z
STAT 444 - write code for cv runs,2015-12-03T00:00:00.000Z
STAT 444 - run final runs,2015-12-02T00:00:00.000Z
STAT 444 - write final run code,2015-12-02T00:00:00.000Z
COMP 440 - pacwar final report,2015-12-05T00:00:00.000Z
STAT 444 - work on STAT writeup with Leo,2015-12-03T00:00:00.000Z
ToDo - shower,2015-12-02T00:00:00.000Z
STAT 280 - grade late HW,2015-12-02T00:00:00.000Z
COMP 440 - take quiz 11,2015-12-03T00:00:00.000Z
COMP 440 - pacwar tournament,2015-12-02T00:00:00.000Z
ToDo - email Shape about offer,2015-12-02T00:00:00.000Z
ToDo - shower / shave,2015-12-04T00:00:00.000Z
ToDo - finish laundry,2015-12-04T00:00:00.000Z
ToDo - start laundry,2015-12-03T00:00:00.000Z
ToDo - pack,2015-12-04T00:00:00.000Z
COMP 440 - turn in homework 8,2015-12-02T00:00:00.000Z
STAT 444 - work on write up with Leo,2015-12-02T00:00:00.000Z
LING 216 - add words to word journal,2015-12-02T00:00:00.000Z
COLL 108 - message Franklin about missing assigments,2015-12-02T00:00:00.000Z
COMP 440 - submit pacwar gene before noon on Piazza,2015-12-02T00:00:00.000Z
ToDo - put classes for next semester in calendar,2015-12-03T00:00:00.000Z
ToDo - dinner with Michelle,2015-12-01T00:00:00.000Z
COMP 440 - go to review session,2015-12-11T00:00:00.000Z
COMP 440 - go to review session,2015-12-10T00:00:00.000Z
STAT 280 - grade homework 11,2015-12-01T00:00:00.000Z
ToDo - email Nam about rent,2015-12-01T00:00:00.000Z
ToDo - complain about american eagle order,2015-12-03T00:00:00.000Z
ToDo - shopping,2015-11-30T00:00:00.000Z
STAT 444 - present final project,2015-12-01T00:00:00.000Z
STAT 444 - work on presentation slides,2015-12-01T00:00:00.000Z
ToDo - pay tuition on Esther,2015-11-30T00:00:00.000Z
ToDo - submit timesheet,2015-12-09T00:00:00.000Z
ToDo - shower,2015-11-30T00:00:00.000Z
STAT 444 - set up final report google docs,2015-11-30T00:00:00.000Z
COMP 440 - problem 2,2015-12-02T00:00:00.000Z
COMP 440 - problem 1,2015-12-01T00:00:00.000Z
COMP 440 - set up final pacwar report google docs,2015-11-30T00:00:00.000Z
COMP 440 - pick up quiz 9,2015-12-02T00:00:00.000Z
COMP 440 - set up hw 8,2015-11-30T00:00:00.000Z
COMP 440 - print hw 8,2015-12-01T00:00:00.000Z
COMP 440 - message partner about deadlines,2015-11-30T00:00:00.000Z
STAT 444 - work on STAT with Leo,2015-11-30T00:00:00.000Z
STAT 444 - work on STAT on bus,2015-11-30T00:00:00.000Z
ToDo - emails,2015-11-30T00:00:00.000Z
ToDo - get shit together,2015-11-30T00:00:00.000Z
ToDo - catch up on calendar,2015-11-30T00:00:00.000Z
ToDo - email Rice bike rental,2015-12-03T00:00:00.000Z
ToDo - work on STAT project,2015-11-29T00:00:00.000Z
STAT 444 - email pdf to Leo,2015-11-24T00:00:00.000Z
STAT 444 - finish homework 4,2015-11-24T00:00:00.000Z
ToDo - calendar / plan for classes tomorrow,2015-11-23T00:00:00.000Z
ToDo - poop,2015-11-23T00:00:00.000Z
ToDo - shower,2015-11-23T00:00:00.000Z
STAT 444 - ask Leo to print and turn in homework 4,2015-11-24T00:00:00.000Z
STAT 444 - do homework 4,2015-11-23T00:00:00.000Z
COMP 440 - take final exam,2015-12-12T00:00:00.000Z
COMP 440 - take quiz 10,2015-11-20T00:00:00.000Z
COMP 440 - turn in assignment 7,2015-11-20T00:00:00.000Z
ToDo - calendar,2015-11-20T00:00:00.000Z
COMP 440 - email devika about quiz 9,2015-11-19T00:00:00.000Z
ToDo - reply to messages,2015-11-19T00:00:00.000Z
LING 216 - take vocab quiz,2015-11-20T00:00:00.000Z
STAT 444 - submit neural net,2015-11-18T00:00:00.000Z
ToDo - shave,2015-11-19T00:00:00.000Z
ToDo - shower,2015-11-19T00:00:00.000Z
ToDo - calendar,2015-11-18T00:00:00.000Z
ToDo - make bed,2015-11-18T00:00:00.000Z
ToDo- shower,2015-11-18T00:00:00.000Z
ToDo - poop,2015-11-18T00:00:00.000Z
ToDo - get gas,2015-11-18T00:00:00.000Z
COMP 440 - do problem 2,2015-11-17T00:00:00.000Z
STAT 444 - work on hierarchical clustering,2015-11-17T00:00:00.000Z
STAT 444 - transcribe clustering notes,2015-11-17T00:00:00.000Z
STAT 444 - get clustering notes,2015-11-17T00:00:00.000Z
ToDo - shower,2015-11-17T00:00:00.000Z
ToDo - travel to Dallas,2015-11-19T00:00:00.000Z
STAT 444 - get notes from 11/17,2015-11-17T00:00:00.000Z
ToDo - calendar,2015-11-17T00:00:00.000Z
ToDo - add more classes on Esther,2015-11-18T00:00:00.000Z
ToDo - reply to texts/emails/chats/etc.,2015-11-17T00:00:00.000Z
ToDo - email roommate about AC,2015-11-17T00:00:00.000Z
LING 216 - tell professor about absences,2015-11-17T00:00:00.000Z
ToDo - call pharmacy about refills,2015-11-17T00:00:00.000Z
COMP 440 - finish problem 1,2015-11-17T00:00:00.000Z
ToDo - pay nam,2015-11-16T00:00:00.000Z
ToDo - look at clothes,2015-11-16T00:00:00.000Z
ToDo - take in trash,2015-11-17T00:00:00.000Z
ToDo - take out trash,2015-11-16T00:00:00.000Z
ToDo - waxing appointment,2015-11-18T00:00:00.000Z
ToDo - make waxing appointment,2015-11-17T00:00:00.000Z
ToDo - poop,2015-11-16T00:00:00.000Z
ToDo - respond to emails / texts / etc.,2015-11-16T00:00:00.000Z
ToDo - pick up pills,2015-11-18T00:00:00.000Z
ToDo - pack,2015-11-19T00:00:00.000Z
ToDo - unpack,2015-11-19T00:00:00.000Z
ToDo - finish laundry,2015-11-19T00:00:00.000Z
ToDo - start laundry,2015-11-18T00:00:00.000Z
STAT 280 - grade homework 10,2015-11-17T00:00:00.000Z
ToDo - print special registration form,2015-11-16T00:00:00.000Z
ToDo - shower,2015-11-16T00:00:00.000Z
STAT 444 - work on STAT with Leo,2015-11-17T00:00:00.000Z
LING 216 - take vocab quiz 9,2015-11-15T00:00:00.000Z
ToDo - shower,2015-11-13T00:00:00.000Z
ToDo - calendar,2015-11-15T00:00:00.000Z
COMP 440 - set up homework 7,2015-11-16T00:00:00.000Z
COMP 440 - print homework 7,2015-11-16T00:00:00.000Z
ToDo - calendar,2015-11-12T00:00:00.000Z
LING 216 - take study quiz 2,2015-11-16T00:00:00.000Z
COMP 440 - turn in quiz 9,2015-12-03T00:00:00.000Z
COMP 440 - take quiz 9,2015-12-02T00:00:00.000Z
COMP 440 - email devika about absence,2015-11-17T00:00:00.000Z
COMP 440 - ask Devika for quiz 9 extension,2015-11-10T00:00:00.000Z
ToDo - shower,2015-11-09T00:00:00.000Z
ToDo - poop,2015-11-08T00:00:00.000Z
STAT 444 - transcribe notes from 11/10,2015-11-18T00:00:00.000Z
STAT 444 - get notes from 11/10,2015-11-17T00:00:00.000Z
ToDo - pack for NYC,2015-11-10T00:00:00.000Z
ToDo - calendar,2015-11-09T00:00:00.000Z
ToDo - get toothbrush and toothpaste,2015-11-08T00:00:00.000Z
ToDo - get ready / plan for interview,2015-11-08T00:00:00.000Z
ToDo - finish laundry,2015-11-08T00:00:00.000Z
ToDo - work on STAT with Leo,2015-11-07T00:00:00.000Z
ToDo - pack,2015-11-08T00:00:00.000Z
ToDo - shower,2015-11-07T00:00:00.000Z
ToDo - laundry,2015-11-07T00:00:00.000Z
ToDo - redo Uber reimbursements,2015-11-06T00:00:00.000Z
COMP 440 - finish problem 1,2015-11-06T00:00:00.000Z
COMP 440 - email Devika to set up time to talk about genes,2015-11-05T00:00:00.000Z
COMP 440 - format homework 6,2015-11-06T00:00:00.000Z
STAT 444 - transcribe notes from 11/12,2015-11-23T00:00:00.000Z
STAT 444 - get notes from 11/12,2015-11-17T00:00:00.000Z
ToDo - figure out flight times,2015-11-07T00:00:00.000Z
LING 216 - take vocab quiz 7,2015-11-06T00:00:00.000Z
ToDo - shower,2015-11-05T00:00:00.000Z
ToDo - poop,2015-11-05T00:00:00.000Z
ToDo - tell HPD about stolen bicycle,2015-11-05T00:00:00.000Z
ToDo - set up leap motion controller,2015-11-06T00:00:00.000Z
ToDo - set up pushbullet,2015-11-05T00:00:00.000Z
ToDo - redo Indeed reimbursements,2015-11-06T00:00:00.000Z
ToDo - submit missing bike form,2015-11-05T00:00:00.000Z
ToDo - performance at Minute Maid Park,2015-11-07T00:00:00.000Z
"ToDo - lunch with Hannah, Ethan, Dad, Aunt",2015-11-07T00:00:00.000Z
STAT 444 - download slides,2015-11-05T00:00:00.000Z
STAT 444 - take midterm,2015-11-05T00:00:00.000Z
ToDo - email lunch plans,2015-11-04T00:00:00.000Z
COMP 440 - turn in homework 6,2015-11-06T00:00:00.000Z
STAT 444 - create study guide,2015-11-04T00:00:00.000Z
STAT 444 - upload pictures of notes,2015-11-04T00:00:00.000Z
STAT 444 - download textbooks,2015-11-05T00:00:00.000Z
ToDo - emails,2015-11-04T00:00:00.000Z
ToDo - calendar,2015-11-04T00:00:00.000Z
STAT 444 - print assignment 4,2015-11-03T00:00:00.000Z
ToDo - take survey,2015-11-03T00:00:00.000Z
ToDo - get cash,2015-11-03T00:00:00.000Z
ToDo - get car,2015-11-03T00:00:00.000Z
ToDo - calendar,2015-11-03T00:00:00.000Z
COLL 108 - finish essay 1,2015-11-03T00:00:00.000Z
ToDo - buy Leap Motion controller,2015-11-03T00:00:00.000Z
ToDo - sell book to Jonathan,2015-11-05T00:00:00.000Z
STAT 444 - get notes from 1/29,2015-11-04T00:00:00.000Z
COMP 440 - do problem 4,2015-11-05T00:00:00.000Z
COMP 440 - work on problem 1,2015-11-05T00:00:00.000Z
COMP 440 - send questions to mom,2015-11-02T00:00:00.000Z
STAT 444 - write progress report 2,2015-11-02T00:00:00.000Z
ToDo - poop,2015-11-02T00:00:00.000Z
STAT 444 - run and acquire results for assigned classifiers,2015-11-02T00:00:00.000Z
ToDo - select classes,2015-11-02T00:00:00.000Z
ToDo - shower,2015-10-31T00:00:00.000Z
ToDo - shower,2015-10-30T00:00:00.000Z
ToDo - shower,2015-11-01T00:00:00.000Z
ToDo - shower,2015-11-02T00:00:00.000Z
ToDo - reply to FB messages,2015-11-02T00:00:00.000Z
STAT 444 - meet with Leo to work on project,2015-11-02T00:00:00.000Z
STAT 444 - work on classifiers for project,2015-11-02T00:00:00.000Z
COMP 440 - post best gene on Piazza,2015-10-30T00:00:00.000Z
ToDo - submit timesheet,2015-10-30T00:00:00.000Z
COMP 440 - set up homework 6,2015-10-30T00:00:00.000Z
COMP 440 - print homework 6,2015-10-29T00:00:00.000Z
ToDo - email registrar about graduation questions with STAT O-Electives,2015-10-30T00:00:00.000Z
ToDo - book flight for Two Sigma interview,2015-11-05T00:00:00.000Z
ToDo - poop,2015-10-29T00:00:00.000Z
ToDo - send resume to Dennis to apply to jobs,2015-10-29T00:00:00.000Z
ToDo - ask FactSet and TwoSigma to modify hotel and flights,2015-10-29T00:00:00.000Z
ToDo - reply to two sigma email,2015-10-29T00:00:00.000Z
ToDo - reply to bloomberg email,2015-10-29T00:00:00.000Z
ToDo - Two Sigma on-site interview,2015-11-13T00:00:00.000Z
STAT 444 - finish code,2015-10-29T00:00:00.000Z
ToDo - FactSet on-site interview,2015-11-11T00:00:00.000Z
ToDo - Google on-site interview,2015-11-09T00:00:00.000Z
ToDo - apply to Magic,2015-10-28T00:00:00.000Z
ToDo - emails,2015-10-28T00:00:00.000Z
STAT 444 - send homework 3 pdf for printing,2015-10-29T00:00:00.000Z
STAT 444 - finish homework 3 write up,2015-10-29T00:00:00.000Z
ToDo - shower,2015-10-29T00:00:00.000Z
ToDo - phone interview with Facebook,2015-10-30T00:00:00.000Z
ToDo - pack for Dallas,2015-10-29T00:00:00.000Z
ToDo - calendar,2015-10-28T00:00:00.000Z
COMP 440 - post pacwar blog,2015-10-30T00:00:00.000Z
ToDo - reply to Facebook recruiter,2015-10-27T00:00:00.000Z
ToDo - email Microsoft recruiter,2015-10-28T00:00:00.000Z
ToDo - email JP Morgan recruiter,2015-10-28T00:00:00.000Z
STAT 280 - grade late homework 7,2015-10-27T00:00:00.000Z
ToDo - shower,2015-10-25T00:00:00.000Z
ToDo - claim flight miles for AUS flight,2015-11-04T00:00:00.000Z
ToDo - claim flight miles for SFO flight,2015-11-04T00:00:00.000Z
"STAT 444 - study for midterm with Leo, Jarvis, Andres",2015-11-04T00:00:00.000Z
STAT 444 - get notes from 10/27,2015-11-04T00:00:00.000Z
COMP 440 - edit pacwar blog,2015-10-30T00:00:00.000Z
LING 216 - take chapter 6 vocab quiz,2015-11-01T00:00:00.000Z
ToDo - calendar,2015-10-27T00:00:00.000Z
STAT 444 - work on homework 3 code,2015-10-28T00:00:00.000Z
ToDo - reimbursements for Indeed interview,2015-11-04T00:00:00.000Z
ToDo - reimbursements for Uber interview,2015-11-04T00:00:00.000Z
ToDo - pack,2015-10-27T00:00:00.000Z
LING 216 - turn in midterm,2015-10-27T00:00:00.000Z
STAT 444 - work on homework 3,2015-10-27T00:00:00.000Z
ToDo - dinner with Indeed team,2015-10-27T00:00:00.000Z
STAT 280 - grade homework 8,2015-10-29T00:00:00.000Z
ToDo - Indeed on-site interview,2015-10-28T00:00:00.000Z
ToDo - Uber on-site interview,2015-10-26T00:00:00.000Z
ToDo - ask hotel for supplies,2015-10-25T00:00:00.000Z
ToDo - pack / get ready for SF,2015-10-25T00:00:00.000Z
ToDo - buy water,2015-11-03T00:00:00.000Z
ToDo - return clothes to Target,2015-11-03T00:00:00.000Z
ToDo - poop,2015-10-24T00:00:00.000Z
ToDo - shower,2015-10-24T00:00:00.000Z
ToDo - laundry,2015-10-24T00:00:00.000Z
ToDo - shower,2015-10-23T00:00:00.000Z
STAT 444 - print homework 3,2015-10-23T00:00:00.000Z
STAT 444 - start homework 3,2015-10-26T00:00:00.000Z
ToDo - call dad,2015-10-23T00:00:00.000Z
ToDo - email Google recruiter back,2015-10-25T00:00:00.000Z
LING 216 - print midterm,2015-10-23T00:00:00.000Z
ToDo - poop,2015-10-22T00:00:00.000Z
COLL 108 - work on essay 1,2015-11-02T00:00:00.000Z
ToDo - message Franklin about absence and questions,2015-10-22T00:00:00.000Z
ToDo - shower,2015-10-22T00:00:00.000Z
COMP 440 - problem 2 written,2015-10-23T00:00:00.000Z
COMP 440 - problem 3 finish code,2015-10-23T00:00:00.000Z
LING 216 - email Kemmer about midterm issue,2015-10-22T00:00:00.000Z
ToDo - emails,2015-10-21T00:00:00.000Z
ToDo - print and sign Indeed and FactSet NDA,2015-10-22T00:00:00.000Z
ToDo - scan and email Indeed and FactSet NDA,2015-10-22T00:00:00.000Z
COMP 440 - work on homework 5,2015-10-21T00:00:00.000Z
ToDo - book travel plans for Google,2015-10-22T00:00:00.000Z
ToDo - target run,2015-10-21T00:00:00.000Z
ToDo - shower,2015-10-21T00:00:00.000Z
ToDo - reply to Facebook's email,2015-10-20T00:00:00.000Z
ToDo - call dad,2015-10-20T00:00:00.000Z
ToDo - poop,2015-10-20T00:00:00.000Z
ToDo - book hotel for Indeed interview in Austin,2015-10-20T00:00:00.000Z
ToDo - organize school folder again,2015-10-20T00:00:00.000Z
COMP 440 - turn in assignment 5,2015-10-23T00:00:00.000Z
ToDo - reply to Google on-site email and do other forms,2015-10-20T00:00:00.000Z
ToDo - return Quorum's call,2015-10-20T00:00:00.000Z
LING 216 - take midterm,2015-10-26T00:00:00.000Z
LING 216 - email Kemmer about absence and midterm,2015-10-20T00:00:00.000Z
ToDo - talk to Guerra about STAT O electives,2015-10-22T00:00:00.000Z
COMP 440 - problem 2 probability,2015-10-22T00:00:00.000Z
COMP 440 - work on quiz 7,2015-10-20T00:00:00.000Z
ToDo - make counseling appointment,2015-10-20T00:00:00.000Z
ToDo - poop,2015-10-19T00:00:00.000Z
ToDo - pick up birth control pills,2015-10-21T00:00:00.000Z
ToDo - return hair straightener,2015-10-21T00:00:00.000Z
STAT 280 - grade homework 7,2015-10-20T00:00:00.000Z
ToDo - make bed,2015-10-19T00:00:00.000Z
ToDo - wash sheets,2015-10-19T00:00:00.000Z
COLL 108 - write weekly reflection,2015-10-20T00:00:00.000Z
ToDo - return Microsoft's call / fill out application,2015-10-19T00:00:00.000Z
ToDo - interview with Microsoft,2015-10-20T00:00:00.000Z
ToDo - shower,2015-10-19T00:00:00.000Z
ToDo - JP Morgan Interview,2015-10-19T00:00:00.000Z
ToDo - emails,2015-10-18T00:00:00.000Z
STAT 444 - work on homework / project with Leo,2015-10-18T00:00:00.000Z
ToDo - wash comforter ,2015-10-18T00:00:00.000Z
LING 216 - take vocab quiz 5,2015-10-17T00:00:00.000Z
ToDo - poop,2015-10-17T00:00:00.000Z
ToDo - the amazing rice race,2015-10-17T00:00:00.000Z
ToDo - shower,2015-10-17T00:00:00.000Z
ToDo - shower,2015-10-16T00:00:00.000Z
ToDo - target run,2015-10-15T00:00:00.000Z
ToDo - phone call with Jason,2015-10-15T00:00:00.000Z
STAT 444 - convert code to pdf,2015-10-14T00:00:00.000Z
STAT 444 - print homework 2 and code,2015-10-15T00:00:00.000Z
ToDo - shower,2015-10-14T00:00:00.000Z
STAT 444 - finish write up,2015-10-15T00:00:00.000Z
COMP 440 - send quiz to mom,2015-10-14T00:00:00.000Z
ToDo - reply to recruiter emails,2015-10-14T00:00:00.000Z
ToDo - poop,2015-10-13T00:00:00.000Z
ToDo - shower,2015-10-13T00:00:00.000Z
ToDo - email recruiters,2015-10-12T00:00:00.000Z
LING 216 - take vocab quiz 3,2015-10-12T00:00:00.000Z
ToDo - take in trash,2015-10-20T00:00:00.000Z
ToDo - take out trash,2015-10-19T00:00:00.000Z
ToDo - phone call with Google,2015-10-12T00:00:00.000Z
ToDo - shower,2015-10-12T00:00:00.000Z
ToDo - poop,2015-10-12T00:00:00.000Z
ToDo - phone call with Ariya,2015-10-10T00:00:00.000Z
ToDo - other emails,2015-10-09T00:00:00.000Z
ToDo - eat,2015-10-09T00:00:00.000Z
ToDo - poop,2015-10-09T00:00:00.000Z
ToDo - shower,2015-10-09T00:00:00.000Z
ToDo - turn thermostat off,2015-10-09T00:00:00.000Z
ToDo - graduation administrivia,2015-10-20T00:00:00.000Z
ToDo - finish laundry,2015-10-09T00:00:00.000Z
COMP 440 - download materials,2015-10-08T00:00:00.000Z
ToDo - poop,2015-10-08T00:00:00.000Z
LING 216 - take quiz 4,2015-10-11T00:00:00.000Z
STAT 444 - work on homework 2,2015-10-14T00:00:00.000Z
STAT 444 - start homework 2,2015-10-14T00:00:00.000Z
STAT 444 - FINISH homework 2,2015-10-15T00:00:00.000Z
ToDo - interview with FactSet,2015-10-12T00:00:00.000Z
ToDo - pack,2015-10-09T00:00:00.000Z
ToDo - shower,2015-10-08T00:00:00.000Z
ToDo - start laundry,2015-10-08T00:00:00.000Z
COMP 440 - finish quiz 7,2015-10-20T00:00:00.000Z
COMP 440 - last minute review,2015-10-08T00:00:00.000Z
ToDo - waxing appointment,2015-10-09T00:00:00.000Z
COMP 440 - review slidedecks,2015-10-07T00:00:00.000Z
ToDo - prepare clothes for Quorum and TA Session,2015-10-07T00:00:00.000Z
ToDo - schedule waxing appointment,2015-10-07T00:00:00.000Z
ToDo - emails / calls / messages,2015-10-06T00:00:00.000Z
ToDo - interview with Quorum,2015-10-07T00:00:00.000Z
COMP 440 - set up homework 5,2015-10-06T00:00:00.000Z
ToDo - review OOP,2015-10-07T00:00:00.000Z
COMP 440 - study quizzes for midterm,2015-10-06T00:00:00.000Z
ToDo - interview with Two Sigma,2015-10-09T00:00:00.000Z
ToDo - meet with Kathy to prep for KPCB info session,2015-10-07T00:00:00.000Z
COMP 440 - print homework 5,2015-10-06T00:00:00.000Z
COMP 440 - finish problem 3,2015-10-06T00:00:00.000Z
COMP 440 - take midterm,2015-10-08T00:00:00.000Z
STAT 280 - grade homework 6,2015-10-09T00:00:00.000Z
ToDo - KPCB info session,2015-10-07T00:00:00.000Z
ToDo - HBK Interview,2015-10-19T00:00:00.000Z
ToDo - email Uber recruiter (again),2015-10-05T00:00:00.000Z
ToDo - poop,2015-10-05T00:00:00.000Z
ToDo - shower,2015-10-06T00:00:00.000Z
ToDo - unpack / settle in,2015-10-05T00:00:00.000Z
ToDo - emails,2015-10-05T00:00:00.000Z
COMP 440 - turn in homework 4,2015-10-06T00:00:00.000Z
COMP 440 - edit / format / go over write up,2015-10-05T00:00:00.000Z
COMP 440 - problem 4,2015-10-05T00:00:00.000Z
ToDo - email Uber for interview / flight confirmation,2015-10-02T00:00:00.000Z
ToDo - poop,2015-10-02T00:00:00.000Z
ToDo - shower,2015-10-02T00:00:00.000Z
ToDo - submit timesheet,2015-10-02T00:00:00.000Z
ToDo - proofread kpcb story,2015-10-02T00:00:00.000Z
LING 216 - update word journal,2015-10-01T00:00:00.000Z
COMP 440 - post blog on blogs.rice.edu,2015-10-02T00:00:00.000Z
ToDo - poop,2015-10-01T00:00:00.000Z
ToDo - finish laundry,2015-10-01T00:00:00.000Z
ToDo - shave,2015-10-01T00:00:00.000Z
STAT 444 - print progress report 1,2015-10-01T00:00:00.000Z
ToDo - interview with Quorum,2015-10-06T00:00:00.000Z
ToDo - calendar,2015-09-30T00:00:00.000Z
ToDo - emails,2015-09-30T00:00:00.000Z
ToDo - interview about KPCB,2015-10-01T00:00:00.000Z
ToDo - shower,2015-09-30T00:00:00.000Z
ToDo - book flights / emails for Uber interview,2015-09-29T00:00:00.000Z
LING 216 - take study exam 1,2015-10-04T00:00:00.000Z
ToDo - pack,2015-10-01T00:00:00.000Z
ToDo - shower,2015-10-01T00:00:00.000Z
ToDo - email Capital One recruiter,2015-09-29T00:00:00.000Z
STAT 280 - grade homework,2015-09-29T00:00:00.000Z
COMP 440 - create pacwar repo,2015-09-29T00:00:00.000Z
COMP 440 - set up homework 4 google docs,2015-09-29T00:00:00.000Z
ToDo - poop,2015-09-28T00:00:00.000Z
ToDo - shower,2015-09-28T00:00:00.000Z
ToDo - laundry,2015-09-30T00:00:00.000Z
COMP 440 - start homework 4,2015-10-05T00:00:00.000Z
COMP 440 - print homework 4,2015-09-28T00:00:00.000Z
STAT 444 - transcribe notes (10/1),2015-10-12T00:00:00.000Z
STAT 444 - get notes (10/1),2015-10-08T00:00:00.000Z
COMP 440 - take quiz 6,2015-10-02T00:00:00.000Z
COMP 440 - finish problem 2,2015-09-28T00:00:00.000Z
ToDo - pick up antidepressant prescription,2015-09-28T00:00:00.000Z
COMP 440 - write pacwar blog 2,2015-10-01T00:00:00.000Z
STAT 444 - write progress report 1,2015-09-30T00:00:00.000Z
STAT 444 - meet with Leo to work on project and homework,2015-09-30T00:00:00.000Z
COMP 440 - meet with Yun to finish up homework 3,2015-09-28T00:00:00.000Z
